序号,labels,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42
969,2,30600000000000,125,4,320,168,201707,0.58,24.97,24.39,1500,82245,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
970,2,30600000000000,125,4,320,168,201707,0.58,24.97,24.39,1500,82245,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
971,2,30600000000000,124,3,320,168,201707,0.13,1.99,1.86,1500,8580,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
972,2,30600000000000,124,3,320,168,201707,0.13,1.99,1.86,1500,8580,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
973,2,30600000000000,124,3,320,168,201707,0.13,1.99,1.86,1500,8580,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
974,2,30600000000000,124,3,320,168,201707,0.13,1.99,1.86,1500,8580,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
975,2,30600000000000,123,2,320,168,201707,0.13,0.93,0.8,1500,2790,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
976,2,30600000000000,123,2,320,168,201707,0.13,0.93,0.8,1500,2790,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,82,401,401
977,2,30600000000000,123,2,320,168,201707,0.13,0.93,0.8,1500,2790,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,82,401,401
978,2,30600000000000,125,4,320,168,201706,3877.25,3932.08,54.83,1500,77445,41,658590000000000,201706,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,93615,58708.49,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201706,1,3,0,82,401,401
979,2,30600000000000,125,4,320,168,201706,3877.25,3932.08,54.83,1500,77445,41,658590000000000,201706,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,93615,58708.49,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201706,1,3,0,82,401,401
980,2,30600000000000,125,4,320,168,201706,3877.25,3932.08,54.83,1500,77445,41,658590000000000,201706,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,93615,58708.49,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201706,1,3,0,82,401,401
981,2,30600000000000,125,4,320,168,201706,3877.25,3932.08,54.83,1500,77445,41,658590000000000,201706,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,93615,58708.49,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201706,1,3,0,82,401,401
982,2,30600000000000,121,0,320,168,201705,4825.1,4884.49,59.39,1500,87195,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,82,401,401
983,2,30600000000000,121,0,320,168,201705,4825.1,4884.49,59.39,1500,87195,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,82,401,401
984,2,30600000000000,121,0,320,168,201705,4825.1,4884.49,59.39,1500,87195,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,82,401,401
985,2,30600000000000,121,0,320,168,201705,4825.1,4884.49,59.39,1500,87195,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,82,401,401
986,2,30600000000000,123,2,320,168,201705,202.58,204.11,1.53,1500,2400,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,82,401,401
987,2,30600000000000,123,2,320,168,201705,202.58,204.11,1.53,1500,2400,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,82,401,401
988,2,30600000000000,123,2,320,168,201705,202.58,204.11,1.53,1500,2400,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,82,401,401
989,2,30600000000000,123,2,320,168,201705,202.58,204.11,1.53,1500,2400,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,82,401,401
990,2,30600000000000,131,0,320,168,201705,1361.48,1378.31,16.83,1500,25125,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,82,401,401
991,2,30600000000000,131,0,320,168,201705,1361.48,1378.31,16.83,1500,25125,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,82,401,401
992,2,30600000000000,131,0,320,168,201705,1361.48,1378.31,16.83,1500,25125,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,82,401,401
993,2,30600000000000,131,0,320,168,201705,1361.48,1378.31,16.83,1500,25125,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,82,401,401
994,2,30600000000000,125,4,320,168,201704,3773.02,3825.62,52.6,1500,16890,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
995,2,30600000000000,124,3,320,168,201704,792.96,796.89,3.93,1500,1635,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
996,2,30600000000000,123,2,320,168,201704,200.98,202.58,1.6,1500,960,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
997,2,30600000000000,123,2,320,168,201704,200.98,202.58,1.6,1500,960,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
998,2,30600000000000,123,2,320,168,201704,200.98,202.58,1.6,1500,960,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
999,2,30600000000000,123,2,320,168,201704,200.98,202.58,1.6,1500,960,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
1000,2,30600000000000,124,3,320,168,201704,792.96,796.89,3.93,1500,1635,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
1001,2,30600000000000,124,3,320,168,201704,792.96,796.89,3.93,1500,1635,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1002,2,30600000000000,124,3,320,168,201704,792.96,796.89,3.93,1500,1635,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1003,2,30600000000000,121,0,320,168,201704,4766.96,4825.1,58.14,1500,19485,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
1004,2,30600000000000,121,0,320,168,201704,4766.96,4825.1,58.14,1500,19485,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1005,2,30600000000000,121,0,320,168,201704,4766.96,4825.1,58.14,1500,19485,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1006,2,30600000000000,131,0,320,168,201704,1344.73,1361.48,16.75,1500,5835,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
1007,2,30600000000000,131,0,320,168,201704,1344.73,1361.48,16.75,1500,5835,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1008,2,30600000000000,131,0,320,168,201704,1344.73,1361.48,16.75,1500,5835,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1009,2,30600000000000,121,0,320,168,201704,4766.96,4825.1,58.14,1500,19485,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
1010,2,30600000000000,125,4,320,168,201704,3773.02,3825.62,52.6,1500,16890,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1011,2,30600000000000,125,4,320,168,201704,3773.02,3825.62,52.6,1500,16890,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,82,401,401
1012,2,30600000000000,131,0,320,168,201704,1344.73,1361.48,16.75,1500,5835,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
1013,2,30600000000000,125,4,320,168,201704,3773.02,3825.62,52.6,1500,16890,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,82,401,401
1014,2,30600000000000,121,0,320,168,201707,0.84,27.89,27.05,1500,93615,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,0,0,30600
1015,2,30600000000000,121,0,320,168,201707,0.84,27.89,27.05,1500,93615,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,0,0,30600
1016,2,30600000000000,121,0,320,168,201707,0.84,27.89,27.05,1500,93615,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,0,0,30600
1017,2,30600000000000,121,0,320,168,201707,0.84,27.89,27.05,1500,93615,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,0,0,30600
1018,2,30600000000000,123,2,320,168,201707,0.13,0.93,0.8,1500,2790,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,0,0,30600
1019,2,30600000000000,131,0,320,168,201707,0.42,8.25,7.83,1500,26685,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,0,0,30600
1020,2,30600000000000,131,0,320,168,201707,0.42,8.25,7.83,1500,26685,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,0,0,30600
1021,2,30600000000000,131,0,320,168,201707,0.42,8.25,7.83,1500,26685,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,0,0,30600
1022,2,30600000000000,131,0,320,168,201707,0.42,8.25,7.83,1500,26685,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,0,0,30600
1023,2,30600000000000,125,4,320,168,201707,0.58,24.97,24.39,1500,82245,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,0,0,30600
1024,2,30600000000000,125,4,320,168,201707,0.58,24.97,24.39,1500,82245,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,0,0,30600
1025,2,30600000000000,125,4,320,168,201707,0.58,24.97,24.39,1500,82245,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,0,0,30600
1026,2,30600000000000,125,4,320,168,201707,0.58,24.97,24.39,1500,82245,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,0,0,30600
1027,2,30600000000000,124,3,320,168,201707,0.13,1.99,1.86,1500,8580,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,0,0,30600
1028,2,30600000000000,124,3,320,168,201707,0.13,1.99,1.86,1500,8580,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,0,0,30600
1029,2,30600000000000,124,3,320,168,201707,0.13,1.99,1.86,1500,8580,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,0,0,30600
1030,2,30600000000000,124,3,320,168,201707,0.13,1.99,1.86,1500,8580,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,0,0,30600
1031,2,30600000000000,123,2,320,168,201707,0.13,0.93,0.8,1500,2790,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,0,0,30600
1032,2,30600000000000,123,2,320,168,201707,0.13,0.93,0.8,1500,2790,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201707,1,3,0,0,0,30600
1033,2,30600000000000,123,2,320,168,201707,0.13,0.93,0.8,1500,2790,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,0,0,30600
1034,2,30600000000000,125,4,320,168,201706,3877.25,3932.08,54.83,1500,77445,41,658590000000000,201706,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,93615,58708.49,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201706,1,3,0,0,0,30600
1035,2,30600000000000,125,4,320,168,201706,3877.25,3932.08,54.83,1500,77445,41,658590000000000,201706,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,93615,58708.49,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201706,1,3,0,0,0,30600
1036,2,30600000000000,125,4,320,168,201706,3877.25,3932.08,54.83,1500,77445,41,658590000000000,201706,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,93615,58708.49,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201706,1,3,0,0,0,30600
1037,2,30600000000000,125,4,320,168,201706,3877.25,3932.08,54.83,1500,77445,41,658590000000000,201706,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,93615,58708.49,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201706,1,3,0,0,0,30600
1038,2,30600000000000,121,0,320,168,201705,4825.1,4884.49,59.39,1500,87195,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,0,0,30600
1039,2,30600000000000,121,0,320,168,201705,4825.1,4884.49,59.39,1500,87195,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,0,0,30600
1040,2,30600000000000,121,0,320,168,201705,4825.1,4884.49,59.39,1500,87195,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,0,0,30600
1041,2,30600000000000,121,0,320,168,201705,4825.1,4884.49,59.39,1500,87195,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,0,0,30600
1042,2,30600000000000,123,2,320,168,201705,202.58,204.11,1.53,1500,2400,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,0,0,30600
1043,2,30600000000000,123,2,320,168,201705,202.58,204.11,1.53,1500,2400,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,0,0,30600
1044,2,30600000000000,123,2,320,168,201705,202.58,204.11,1.53,1500,2400,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,0,0,30600
1045,2,30600000000000,123,2,320,168,201705,202.58,204.11,1.53,1500,2400,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,0,0,30600
1046,2,30600000000000,131,0,320,168,201705,1361.48,1378.31,16.83,1500,25125,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,0,0,30600
1047,2,30600000000000,131,0,320,168,201705,1361.48,1378.31,16.83,1500,25125,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201705,1,3,0,0,0,30600
1048,2,30600000000000,131,0,320,168,201705,1361.48,1378.31,16.83,1500,25125,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,0,0,30600
1049,2,30600000000000,131,0,320,168,201705,1361.48,1378.31,16.83,1500,25125,41,658590000000000,201705,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,89100,56960.17,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201705,1,3,0,0,0,30600
1050,2,30600000000000,125,4,320,168,201704,3773.02,3825.62,52.6,1500,16890,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,0,0,30600
1051,2,30600000000000,124,3,320,168,201704,792.96,796.89,3.93,1500,1635,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,0,0,30600
1052,2,30600000000000,123,2,320,168,201704,200.98,202.58,1.6,1500,960,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,0,0,30600
1053,2,30600000000000,123,2,320,168,201704,200.98,202.58,1.6,1500,960,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,0,0,30600
1054,2,30600000000000,123,2,320,168,201704,200.98,202.58,1.6,1500,960,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,0,0,30600
1055,2,30600000000000,123,2,320,168,201704,200.98,202.58,1.6,1500,960,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,0,0,30600
1056,2,30600000000000,124,3,320,168,201704,792.96,796.89,3.93,1500,1635,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,0,0,30600
1057,2,30600000000000,124,3,320,168,201704,792.96,796.89,3.93,1500,1635,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,0,0,30600
1058,2,30600000000000,124,3,320,168,201704,792.96,796.89,3.93,1500,1635,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,0,0,30600
1059,2,30600000000000,121,0,320,168,201704,4766.96,4825.1,58.14,1500,19485,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,0,0,30600
1060,2,30600000000000,121,0,320,168,201704,4766.96,4825.1,58.14,1500,19485,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,0,0,30600
1061,2,30600000000000,121,0,320,168,201704,4766.96,4825.1,58.14,1500,19485,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,0,0,30600
1062,2,30600000000000,131,0,320,168,201704,1344.73,1361.48,16.75,1500,5835,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,0,0,30600
1063,2,30600000000000,131,0,320,168,201704,1344.73,1361.48,16.75,1500,5835,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,0,0,30600
1064,2,30600000000000,131,0,320,168,201704,1344.73,1361.48,16.75,1500,5835,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,0,0,30600
1065,2,30600000000000,121,0,320,168,201704,4766.96,4825.1,58.14,1500,19485,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,0,0,30600
1066,2,30600000000000,125,4,320,168,201704,3773.02,3825.62,52.6,1500,16890,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,0,0,30600
1067,2,30600000000000,125,4,320,168,201704,3773.02,3825.62,52.6,1500,16890,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,23,800,800,4,1,30,201704,1,3,0,0,0,30600
1068,2,30600000000000,131,0,320,168,201704,1344.73,1361.48,16.75,1500,5835,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,0,0,30600
1069,2,30600000000000,125,4,320,168,201704,3773.02,3825.62,52.6,1500,16890,41,658590000000000,201704,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,87195,55259.6,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201704,1,3,0,0,0,30600
1070,2,30600000000000,121,0,320,168,201707,0.84,27.89,27.05,1500,93615,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,0,0,30600
1071,2,30600000000000,121,0,320,168,201707,0.84,27.89,27.05,1500,93615,41,658590000000000,201707,65859000000000,65859000000000,1,29,100,31002001,0.6805,1,880,100800,60927.76,2,65859000000000,65859000000000,1,9,80,80,4,1,30,201707,1,3,0,0,0,30600
